parent_comment_id,comment_id,comment_time,comment_user_name,user_link,comment_content,comment_like_num,child_comment_num,isfan
,4933981990292544,2023-08-12 18:33:58,dannykeke-jack,https://weibo.com/u/1984832062,"少加了一个0吧，隔壁战报可不是这么写的<img alt=""[污]"" title=""[污]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/2018new_wu_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",8,6,
4933981990292544.0,4933986344508598,2023-08-12 18:51:16,蜗牛柯基,https://weibo.com/u/1015206261,不不不，少加了一个万字……,26,0,
4933981990292544.0,4934197733229543,2023-08-13 08:51:15,见月易影,https://weibo.com/u/7793124340,"少不少的，反正号称百万的乌军现在已经开始被迫放弃北线，而兵力不足，死伤殆尽的俄军，却没有缺人的迹象<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",8,0,
4933981990292544.0,4934210898892016,2023-08-13 09:43:34,yujun_99913,https://weibo.com/u/6237158166,想想当年红军苏区5次反围剿，现在的俄罗斯根本没压力,1,0,
4933981990292544.0,4935843350847204,2023-08-17 21:50:21,Money-Ball,https://weibo.com/u/1651468984,是的，应该是少了一个0。,0,0,
4933981990292544.0,4933990199593082,2023-08-12 19:06:35,蜗牛柯基,https://weibo.com/u/1015206261,"回复<a href=/n/为国为民马斯克 usercard=""name=@为国为民马斯克"">@为国为民马斯克</a>:双关的哦~",4,0,
4933981990292544.0,4933987115996960,2023-08-12 18:54:20,为国为民马斯克,https://weibo.com/u/7198739380,"回复<a href=/n/蜗牛柯基 usercard=""name=@蜗牛柯基"">@蜗牛柯基</a>:笑死<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",4,0,
,4933981776382749,2023-08-12 18:33:07,呵呵呵呵呵哈哈渣渣,https://weibo.com/u/5689291982,这应该是反映俄军6月底到7月初的数据，所以炮兵损失比较大,4,3,
4933981776382749.0,4933982036166689,2023-08-12 18:34:09,蜗牛柯基,https://weibo.com/u/1015206261,是的,0,0,
4933981776382749.0,4934198349009787,2023-08-13 08:53:42,见月易影,https://weibo.com/u/7793124340,双方的反炮战该总结总结了，一定值得解放军借鉴。两边的炮兵都是世界上最优秀的炮兵,6,0,
4933981776382749.0,4936390976215019,2023-08-19 10:06:25,湖蓝色的眼睛2005,https://weibo.com/u/7825931296,"回复<a href=/n/pp236701 usercard=""name=@pp236701"">@pp236701</a>:乌军炮兵还真不错",0,0,
